,Top Nouns,빈도수
1227,가격대/NNG,49
1228,아이/IC,49
1229,오/NNG,49
1230,그것/NP,49
1231,거기/NP,49
1232,은지/EF,48
1233,정확하/VA,48
1234,알리/VV,48
1235,잘안/NNG,48
1236,호주/NNP,48
1237,밤나무/NNG,48
1238,만/NR,48
1239,당연히/MAG,48
1240,바뀌/VV,48
1241,발견하/VV,48
1242,사항/NNG,48
1243,어쩌/VV,48
1244,여름/NNG,48
1245,입구/NNG,48
1246,개월/NNB,48
1247,연휴/NNG,48
1248,시중/NNG,48
1249,ㄱ/NNG,47
1250,찌/VV,47
1251,혼자/NNG,47
1252,붓/VV,47
1253,색깔/NNG,47
1254,기본/NNG,47
1255,비염/NNG,47
1256,만나/VV,47
1257,얼마/NNG,47
1258,당뇨/NNG,47
1259,혹시/MAG,47
1260,무조건/MAG,47
1261,매력/NNG,47
1262,백/NR,46
1263,지치/VV,46
1264,싫/VA,46
1265,고/NNG,46
1266,과하/VA,46
1267,류/XSN,46
1268,필수/NNG,46
1269,시부모/NNG,46
1270,굳/NNG,46
1271,불편/NNG,46
1272,사양꿀/NNG,46
1273,통/MAG,45
1274,비타민/NNG,45
1275,이용/NNG,45
1276,자/NNG,45
1277,그때/NNG,45
1278,냉동실/NNG,45
1279,라도/JX,45
1280,깨지/VV,45
1281,금액/NNG,45
1282,먹구/NNG,45
1283,이유/NNG,45
1284,피로감/NNG,45
1285,향기/NNG,45
1286,체험/NNG,45
1287,자/VV,44
1288,주기/NNG,44
1289,공부하/VV,44
1290,꾸준하/VA,44
1291,왠지/MAG,44
1292,스승/NNG,44
1293,다이어트/NNG,44
1294,오/IC,44
1295,허/VV,44
1296,건강식품/NNG,44
1297,아기/NNG,44
1298,선식/NNG,44
1299,깜짝/MAG,44
1300,누구/NP,44
1301,스트레스/NNG,44
1302,굳/VV,44
1303,닦/VV,44
1304,익숙하/VA,44
1305,개봉하/VV,44
1306,고객/NNG,44
1307,꿀빠/NNG,44
1308,구독/NNG,44
1309,순간/NNG,43
1310,파손/NNG,43
1311,옆/NNG,43
1312,막/MAG,43
1313,컷팅/NNG,43
1314,질/XSN,43
1315,시럽/NNG,43
1316,내/NP,43
1317,골프/NNG,43
1318,잖아/EF,43
1319,차/VV,43
1320,전체/NNG,43
1321,무/XPN,43
1322,포로/NNG,43
1323,뜯어보/VV,43
1324,조합/NNG,43
1325,인위/NNG,43
1326,ㄴ거/EC,42
1327,쫀득하/VA,42
1328,실용/NNG,42
1329,각각/MAG,42
1330,꿀단지/NNG,42
1331,유명하/VA,42
1332,활용/NNG,42
1333,전화/NNG,42
1334,똑같/VA,42
1335,세상/NNG,42
1336,친절/NNG,42
1337,붙/VV,41
1338,이야/JX,41
1339,잊/VV,41
1340,말씀/NNG,41
1341,ㅂ니/EC,41
1342,그/VA,41
1343,레몬/NNG,41
1344,잔기침/NNG,41
1345,일/NNB,41
1346,잘/SS,41
1347,및/MAJ,41
1348,시작/NNG,41
1349,포장꼼꼼/NNG,41
1350,꼼/NNG,41
1351,솔직히/MAG,41
1352,할머니/NNG,41
1353,냄새/NNG,41
1354,밤꽃/NNG,41
1355,준비/NNG,41
1356,풍미/NNG,41
1357,어느/MMD,40
1358,반하/VV,40
1359,아이템/NNG,40
1360,싫어하/VV,40
1361,가능/NNG,40
1362,당/EC,40
1363,아담하/VA,40
1364,추워지/VV,40
1365,외/NNB,40
1366,감동하/VV,40
1367,보통/MAG,40
1368,여러모로/MAG,40
1369,타사/NNG,40
1370,제조/NNG,40
1371,언제나/MAG,40
1372,소화/NNG,40
1373,흔하/VA,40
1374,꿀젤리/NNG,40
1375,별/NNG,40
1376,결정/NNG,40
1377,사과/NNG,40
1378,만큼/JKB,40
1379,계시/VX,39
1380,아이디어/NNG,39
1381,역력/XR,39
1382,성비/NNG,39
1383,간편/XR,39
1384,먹/NNG,39
1385,예방/NNG,39
1386,목감기/NNG,39
1387,아버님/NNG,39
1388,내/VX,39
1389,ㄴ다면/EC,39
1390,선/NNG,39
1391,막/VV,39
1392,강화/NNG,39
1393,와이프/NNG,39
1394,왓/NNG,39
1395,입장/NNG,39
1396,얼른/MAG,39
1397,나름/NNB,39
1398,난리/NNG,39
1399,개입/NNG,39
1400,처리/NNG,38
1401,가득하/VA,38
1402,처음먹/VV,38
1403,질/NNG,38
1404,과자/NNG,38
1405,약꿀/NNG,38
1406,얘기/NNG,38
1407,외출하/VV,38
1408,별/MMA,38
1409,엽서/NNG,38
1410,다섯/NR,38
1411,혹시나/MAG,38
1412,아쉬움/NNG,38
1413,절취선/NNG,38
1414,댁/NNG,38
1415,주로/MAG,38
1416,칭찬하/VV,38
1417,네여/EC,38
1418,반반/NNG,38
1419,거/EC,37
1420,사용기일단/NNG,37
1421,고자/EC,37
1422,신뢰/NNG,37
1423,기숙사/NNG,37
1424,스스로/MAG,37
1425,사드리/NNP,37
1426,비교/NNG,37
1427,직업/NNG,37
1428,기지/NNG,37
1429,꿀통/NNG,37
1430,에어캡/NNG,37
1431,끝맛/NNG,37
1432,각/MMD,37
1433,렵니다/EF,37
1434,셧/NNG,37
1435,주말/NNG,37
1436,전달하/VV,37
1437,진득하/VA,37
1438,기쁘/VA,37
1439,사양벌꿀/NNG,37
1440,심플하/VA,37
1441,유튜브/NNP,37
1442,ㅣ/NNG,36
1443,쓰림/NNG,36
1444,제/XPN,36
1445,방법/NNG,36
1446,ㅁ/NNG,36
1447,니깐/EC,36
1448,밤꿀이/NNG,36
1449,물어보/VV,36
1450,제공/NNG,36
1451,다/VV,36
1452,정하/VV,36
1453,보/NNG,36
1454,넉넉히/MAG,36
1455,동봉/NNG,36
1456,어여/EF,36
1457,만점/NNG,36
1458,특별하/VA,36
1459,옵션/NNG,36
1460,피/XPN,36
1461,염증/NNG,36
1462,세심하/VA,36
1463,새롭/VA,36
1464,활용도/NNG,36
1465,샐러드/NNG,36
1466,게다가/MAG,36
1467,구매점/NNG,36
1468,프로폴리스/NNG,35
1469,애기/NNG,35
1470,단/ETM,35
1471,구나/EF,35
1472,검색/NNG,35
1473,재질/NNG,35
1474,각/NNG,35
1475,아메리카노/NNG,35
1476,면연력/NNG,35
1477,기억/NNG,35
1478,색다르/VA,35
1479,친절히/MAG,35
1480,손쉽/VA,35
1481,실물/NNG,35
1482,갑자기/MAG,35
1483,세련되/VA,35
1484,한/NNG,35
1485,기지인/NNG,35
1486,라면/EC,35
1487,가득/MAG,35
1488,생화/NNG,35
1489,모두/NNG,35
1490,발송/NNG,35
1491,인증/NNG,35
1492,새로/MAG,35
1493,참고하/VV,35
1494,역류/NNG,35
1495,타/MMD,35
1496,덤/NNG,35
1497,적/VV,35
1498,꿀마실/NNG,35
1499,하/NNG,34
1500,끈적하/VA,34
1501,ㅂ니다다/EC,34
1502,포당/NNG,34
1503,오랜만/NNG,34
1504,땜/NNB,34
1505,엇/NNG,34
1506,숟갈/NNG,34
1507,네이버/NNP,34
1508,래서/EC,34
1509,굽/VV,34
1510,약간/NNG,34
1511,소중하/VA,34
1512,두통/NNG,34
1513,아라/EF,34
1514,곁들이/VV,34
1515,인/NNG,33
1516,하/VA,33
1517,쓰이/VV,33
1518,구매제/NNG,33
1519,당황하/VV,33
1520,인기/NNG,33
1521,설명서/NNG,33
1522,태우/VV,33
1523,나가/VX,33
1524,마침/MAG,33
1525,달달/MAG,33
1526,쪽쪽/MAG,33
1527,습관/NNG,33
1528,표시/NNG,33
1529,이야기/NNG,33
1530,ㅎㅎ/NA,33
1531,암튼/MAG,33
1532,로/NNG,33
1533,빼먹/VV,33
1534,장/NNG,33
1535,다가오/VV,33
1536,쌀쌀하/VA,33
1537,심심하/VA,32
1538,허니바이/NNG,32
1539,구매편리/NNG,32
1540,군것/NNG,32
1541,어제/MAG,32
1542,내요/EC,32
1543,이만하/VA,32
1544,아무/MMD,32
1545,야/EF,32
1546,산/NNG,32
1547,스타일/NNG,32
1548,싹/MAG,32
1549,ㄹ/NNG,32
1550,자기/NP,32
1551,밤꿀/MAG,32
1552,푸/VV,32
1553,ㅔ/NNG,32
1554,테이프/NNG,32
1555,맨날/MAG,32
1556,겉/NNG,32
1557,채우/VV,32
1558,이틀/NNG,32
1559,모양/NNG,32
1560,릭요거트/NNG,32
1561,시원하/VA,31
1562,돌/VV,31
1563,여전히/MAG,31
1564,차원/NNG,31
1565,지저분하/VA,31
1566,책상/NNG,31
1567,계시/VV,31
1568,유산균/NNG,31
1569,겨울철/NNG,31
1570,감싸/VV,31
1571,만/NNG,31
1572,마트/NNG,31
1573,영상/NNG,31
1574,탓/NNG,31
1575,포장재/NNG,31
1576,매각/NNG,31
1577,사용기/NNB,31
1578,언제/NP,31
1579,플라스틱/NNG,31
1580,밤꾸/VV,31
1581,오/NR,31
1582,진심/NNG,31
1583,알맞/VA,31
1584,배송도/NNG,31
1585,살/NNG,31
1586,굼벵이/NNG,31
1587,영/MAG,30
1588,아오/IC,30
1589,어/NNG,30
1590,정착하/VV,30
1591,오전/NNG,30
1592,무지/MAG,30
1593,응대하/VV,30
1594,프/VX,30
1595,운동전/NNG,30
1596,대로/NNB,30
1597,먹는/NNG,30
1598,ㅜㅜ/NNG,30
1599,조카/NNG,30
1600,다는데/EC,30
1601,뿐/NNB,30
1602,해소/NNG,30
1603,수고/NNG,30
1604,으려구/EC,30
1605,새벽/NNG,30
1606,개선되/VV,30
1607,니/JC,30
1608,자리/NNG,30
1609,줄/VV,30
1610,놀/VV,30
1611,품절되/VV,30
1612,그램/NNB,30
1613,그동안/NNG,30
1614,복/NNG,30
1615,넘나/VV,30
1616,방송/NNG,30
1617,활력/NNG,30
1618,백/NNG,30
1619,제주/NNP,30
1620,편의점/NNG,30
1621,커팅/NNG,29
1622,네/MMN,29
1623,물/VV,29
1624,증상/NNG,29
1625,형식/NNG,29
1626,마지막/NNG,29
1627,덕/NNG,29
1628,다기에/EC,29
1629,쭉쭉/MAG,29
1630,애용/NNG,29
1631,이/NR,29
1632,매일/NNG,29
1633,피로하/VA,29
1634,하루벌꿀/NNG,29
1635,밑/NNG,29
1636,저/MMD,29
1637,씹히/VV,29
1638,찰떡/NNG,29
1639,궁합/NNG,29
1640,쫌/MAG,29
1641,속도/NNG,29
1642,일자/NNG,29
1643,한참/NNG,29
1644,학원/NNG,29
1645,오래오래/MAG,29
1646,후회/NNG,29
1647,개수/NNG,29
1648,무사히/MAG,29
1649,이상하/VA,29
1650,결정하/VV,29
1651,나아지/VV,29
1652,부피/NNG,29
1653,단지/NNG,29
1654,걱정되/VV,29
1655,캠핑/NNG,29
1656,등급/NNG,28
1657,올라가/VV,28
1658,단점/NNG,28
1659,불량/NNG,28
1660,을려구/EF,28
1661,토마토/NNG,28
1662,을지/EF,28
1663,편히/MAG,28
1664,결과/NNG,28
1665,굿굿굿/NNG,28
1666,쇼핑/NNG,28
1667,것/NNG,28
1668,앙증맞/VA,28
1669,여/EF,28
1670,요다/NNP,28
1671,줫/VV,28
1672,통하/VV,28
1673,특이하/VA,28
1674,습니/NNG,28
1675,갈/VV,28
1676,체력/NNG,28
1677,넘기/VV,28
1678,정신/NNG,28
1679,이라도/JX,28
1680,풍부하/VA,28
1681,급/NNG,28
1682,총알/NNG,28
1683,택배사/NNG,28
1684,풀/VV,28
1685,배고프/VA,28
1686,구매전/NNG,28
1687,개봉/NNG,28
1688,저/NNG,28
1689,당일/NNG,28
1690,색상/NNG,28
1691,패키/NNG,28
1692,수시로/MAG,28
1693,일주일/NNG,28
1694,라방/NNG,28
1695,열리/VV,27
1696,인원/NNG,27
1697,프로/NNB,27
1698,당도/NNG,27
1699,학교/NNG,27
1700,요번/NNG,27
1701,쌤/NNG,27
1702,여/NNG,27
1703,라운딩/NNG,27
1704,하루벌/NNG,27
1705,다섯/NNG,27
1706,달/SS,27
1707,ㄴ/NNG,27
1708,굳/VA,27
1709,벌꿀스틱/NNG,27
1710,담번/NNG,27
1711,ㅎㅎ/EF,27
1712,잘리/VV,27
1713,탁월하/VA,27
1714,기능/NNG,27
1715,시국/NNG,27
1716,찐/NNG,27
1717,굳이/MAG,27
1718,견과/NNG,27
1719,개선/NNG,27
1720,도/EC,27
1721,더군/EF,27
1722,ㄴ답니다/EF,27
1723,사고/NNG,27
1724,며칠/NNG,27
1725,돌/NNG,27
1726,값/NNG,27
1727,꽃향/NNG,27
1728,증정/NNG,27
1729,누/NP,27
1730,신청하/VV,27
1731,월요일/NNG,27
1732,가깝/VA,27
1733,작성하/VV,27
1734,라이브/NNG,27
1735,손편지/NNG,27
1736,끝나/VV,26
1737,초콜렛/NNG,26
1738,조/VA,26
1739,다가/JX,26
1740,등산하/VV,26
1741,소분하/VV,26
1742,틀리/VV,26
1743,다하/VV,26
1744,구매매번/NNG,26
1745,갈리/VV,26
1746,완벽/NNG,26
1747,배달/NNG,26
1748,글씨/NNG,26
1749,번째/NNB,26
1750,지키/VV,26
1751,어야지/EC,26
1752,른/NNG,26
1753,마니/NNG,26
1754,한약/NNG,26
1755,끼/VV,26
1756,다면서/EC,26
1757,안전/NNG,26
1758,음/IC,26
1759,ㄴ대/EF,26
1760,쥬/EF,26
1761,ㅓ/NNG,26
1762,네용/EC,26
1763,시험/NNG,26
1764,해결하/VV,26
1765,과정/NNG,26
1766,메모/NNG,26
1767,친척/NNG,26
1768,단골/NNG,26
1769,내일/NNG,26
1770,일정/NNG,26
1771,내용/NNG,26
1772,뉴질랜드/NNP,26
1773,됬/VV,25
1774,듯/EC,25
1775,올라오/VV,25
1776,문자/NNG,25
1777,하지만/MAJ,25
1778,일찍/MAG,25
1779,충분히/MAG,25
1780,티/NNG,25
1781,먼지/NNG,25
1782,고서/EC,25
1783,까/VV,25
1784,식사/NNG,25
1785,사용기정/NNG,25
1786,받앗/VV,25
1787,입병/NNG,25
1788,젛/VV,25
1789,충분하/VA,25
1790,안/VV,25
1791,괜히/MAG,25
1792,ㄹ려구/EF,25
1793,갈아먹/VV,25
1794,그만큼/MAG,25
1795,봣/VX,25
1796,데스틱/NNG,25
1797,시대/NNG,25
1798,과대/NNG,25
1799,플라스틱/NNP,25
1800,넣기/NNG,25
1801,진작/MAG,25
1802,내부/NNG,25
1803,랄까/EF,25
1804,어오/VV,25
1805,매/VV,25
1806,햇스/NNG,25
1807,생신/NNG,25
1808,냐며/EC,25
1809,녹/VV,25
1810,솔직하/VA,25
1811,단단하/VA,25
1812,소리/NNG,25
1813,상큼하/VA,25
1814,여유/NNG,25
1815,등등/NNB,25
1816,허니리버/NNG,25
1817,여자/NNG,24
1818,일부러/MAG,24
1819,야무지/VA,24
1820,병원/NNG,24
1821,잦/VA,24
1822,라며/EC,24
1823,식탁/NNG,24
1824,쌓이/VV,24
1825,회용/NNG,24
1826,직장인/NNG,24
1827,뿐/JX,24
1828,사실/NNG,24
1829,소포장/NNG,24
1830,꼬박꼬박/MAG,24
1831,관리하/VV,24
1832,아다/EC,24
1833,주스/NNG,24
1834,단거/NNG,24
1835,구멍/NNG,24
1836,아끼/VV,24
1837,정량/NNG,24
1838,힘내/VV,24
1839,큰통/NNG,24
1840,끼리/XSN,24
1841,따듯하/VA,24
1842,신/NNG,24
1843,네/NNG,24
1844,필수품/NNG,24
1845,상당히/MAG,24
1846,마/NNG,24
1847,ㄹ래/EF,24
1848,습니다다/EC,24
1849,생소하/VA,24
1850,찐득하/VA,24
1851,기사/NNG,24
1852,습니당/NNG,24
1853,소소하/VA,24
1854,거/NNG,24
1855,원/NNG,24
1856,사놓/VV,24
1857,손상/NNG,24
1858,꿀비누/NNG,24
1859,오마누카/NNG,24
1860,안심/NNG,23
1861,변하/VV,23
1862,고/XPN,23
1863,인공/NNG,23
1864,어여/NNG,23
1865,믹스/NNG,23
1866,요기/NP,23
1867,구매저번/NNG,23
1868,안남/NNP,23
1869,인하/VV,23
1870,낫/VV,23
1871,불안하/VA,23
1872,구성되/VV,23
1873,계획/NNG,23
1874,즐겁/VA,23
1875,꿀이/NNG,23
1876,군/EF,23
1877,족/NNG,23
1878,달하/VV,23
1879,핼/VV,23
1880,든지/JX,23
1881,이리/MAG,23
1882,끊/VV,23
1883,설명절/NNG,23
1884,피/NNG,23
1885,산거/NNG,23
1886,광고/NNG,23
1887,톡톡/MAG,23
1888,벌집/NNG,23
1889,달콤/XR,23
1890,구매자주/NNG,23
1891,더하/VV,23
1892,여분/NNG,23
1893,망설이/VV,23
1894,에/IC,23
1895,ㅂ니당/NNG,23
1896,잠/NNG,23
1897,캐릭터/NNG,23
1898,리본/NNG,23
1899,ㄴ거/NNG,22
1900,나이/NNG,22
1901,넘어가/VV,22
1902,을라고/EC,22
1903,가래/NNG,22
1904,짱짱/NNG,22
1905,구내염/NNG,22
1906,은가/EF,22
1907,지속/NNG,22
1908,아침저녁/NNG,22
1909,구매매/NR,22
1910,야외/NNG,22
1911,부담되/VV,22
1912,에다/JKB,22
1913,줄이/VV,22
1914,구매자/NNG,22
1915,든/EC,22
1916,해/NNG,22
1917,젖/VV,22
1918,중/NNG,22
1919,사이트/NNG,22
1920,들리/VV,22
1921,완/NNP,22
1922,회식/NNG,22
1923,쓰레기/NNG,22
1924,그/NP,22
1925,요플레/NNG,22
1926,으/EC,22
1927,제조일/NNG,22
1928,너/NP,22
1929,해장/NNG,22
1930,먹고잇/VV,22
1931,써/NNG,22
1932,여러분/NP,22
1933,실속/NNG,22
1934,하/XSN,22
1935,기저/NNG,22
1936,보틀/NNG,22
1937,마스크/NNG,22
1938,누락/NNG,22
1939,판매자분/NNG,22
1940,막히/VV,22
1941,인상/NNG,22
1942,처리하/VV,22
1943,동창회/NNG,22
1944,하루하나/NNG,21
1945,점심/NNG,21
1946,보호/NNG,21
1947,사용기목/NNG,21
1948,이제야/MAG,21
1949,차/NNB,21
1950,필수템/NNG,21
1951,니/NP,21
1952,씻/VV,21
1953,계속하/VV,21
1954,당땡/NNG,21
1955,및/MAG,21
1956,기계/NNG,21
1957,엇는데/EC,21
1958,살/NNB,21
1959,사용기재/SS,21
1960,할머니/NNP,21
1961,생강차/NNG,21
1962,당보충/NNG,21
1963,꽉/MAG,21
1964,비/NNG,21
1965,잡/VV,21
1966,코/NNG,21
1967,주일/NNB,21
1968,욤/NNG,21
1969,뽑/VV,21
1970,계/XSN,21
1971,힘나/VV,21
1972,한입/NNG,21
1973,신속하/VA,21
1974,군데/NNB,21
1975,실제로/MAG,21
1976,조아하/VA,21
1977,패키/VV,21
1978,겟/NNG,21
1979,매년/MAG,21
1980,생각되/VV,21
1981,직구/NNG,21
1982,구매항상/NNG,21
1983,되잇/VV,21
1984,더더욱/MAG,21
1985,천/NR,21
1986,물티슈/NNG,21
1987,손색없/VA,21
1988,달리/MAG,21
1989,가짜/NNG,21
1990,로켓/NNG,21
1991,생활/NNG,21
1992,성공/NNG,21
1993,듯이/EC,21
1994,관심/NNG,21
1995,확실하/VA,21
1996,동일하/VA,21
1997,지고/NNG,21
1998,요청하/VV,21
1999,누락되/VV,21
2000,딱이/NNG,21
2001,아야지/EC,21
2002,참/VV,21
2003,할인하/VV,21
2004,거래처/NNG,21
2005,명/NNB,21
2006,퇴사/NNG,21
2007,노패키지/NNG,21
2008,출출하/VA,20
2009,영/NNG,20
2010,사용기낱개/NNG,20
2011,또는/MAG,20
2012,기그릭요거트/NNG,20
2013,쏘옥/MAG,20
2014,어다/EC,20
2015,자주하/VV,20
2016,가정/NNG,20
2017,가루/NNG,20
2018,구분/NNG,20
2019,실수/NNG,20
2020,뜨거운/NNG,20
2021,얼마나/MAG,20
2022,냉장고/NNG,20
2023,믿을/NNG,20
2024,코로나/NNG,20
2025,할아버지/NNG,20
2026,건/NNG,20
2027,지역/NNG,20
2028,드라구/EF,20
2029,내/NNB,20
2030,결국/MAG,20
2031,랍니다/EF,20
2032,는거/EC,20
2033,모습/NNG,20
2034,데일리/NNP,20
2035,서랍/NNG,20
2036,좋앗/VV,20
2037,루/NNG,20
2038,께/XSN,20
2039,플레인/NNG,20
2040,네오/NNG,20
2041,사랑/NNG,20
2042,조아요/NNG,20
2043,강력/NNG,20
2044,꽃향기/NNG,20
2045,닫/VV,20
2046,바닥/NNG,20
2047,구매포장/NNG,20
2048,교환/NNG,20
2049,양조절/NNG,20
2050,란/ETM,20
2051,토요일/NNG,20
2052,쉬/VV,20
2053,완료/NNG,20
2054,예민하/VA,20
2055,은근/NNG,20
2056,메세지/NNG,20
2057,신세계/NNG,20
2058,얻/VV,20
2059,본품/NNG,20
2060,문구/NNG,20
2061,산행/NNG,20
2062,알갱이/NNG,20
2063,모향골/NNG,20
2064,지리산/NNP,20
2065,그때그때/MAG,19
2066,적절하/VA,19
2067,지/NNB,19
2068,근무/NNG,19
2069,증진/NNG,19
2070,유행/NNG,19
2071,별도/NNG,19
2072,향상/NNG,19
2073,당연/NNG,19
2074,랜덤/NNG,19
2075,젤/NNG,19
2076,활동/NNG,19
2077,적당량/NNG,19
2078,구매지인/NNG,19
2079,길/NNG,19
2080,홍보하/VV,19
2081,읍니다/EF,19
2082,답/XSA,19
2083,하/JX,19
2084,각각/NNG,19
2085,방금/MAG,19
2086,부탁하/VV,19
2087,미니/NNG,19
2088,ㄹ수록/EC,19
2089,신/XPN,19
2090,기르/VV,19
2091,출장/NNG,19
2092,텀블러/NNG,19
2093,두껍/VA,19
2094,꿀차/MAG,19
2095,홍보/NNG,19
2096,무겁/VA,19
2097,부부/NNG,19
2098,으/JKG,19
2099,외부/NNG,19
2100,머/NP,19
2101,잼/NNG,19
2102,미세/NNG,19
2103,조절/NNG,19
2104,찐꿀/NNG,19
2105,라고/JKQ,19
2106,회복제/NNG,19
2107,온거/NNG,19
2108,세/VA,19
2109,개/VV,19
2110,맛없/VA,19
2111,최애/NNG,19
2112,구비하/VV,19
2113,하루하루/MAG,19
2114,뒷맛/NNG,19
2115,구매저/NNG,19
2116,삼/VV,19
2117,답변하/VV,19
2118,동봉하/VV,19
2119,까다롭/VA,19
2120,ㄹ껄/EC,19
2121,장모/NNG,19
2122,훨/MAG,19
2123,꿀스틱/MAG,19
2124,꿀타민/NNG,19
2125,눈뜨/VV,18
2126,점점/MAG,18
2127,소/NNG,18
2128,백화점/NNG,18
2129,행동식/NNG,18
2130,설탕물/NNG,18
2131,ㅆ/EP,18
2132,항/NNG,18
2133,단/NNG,18
2134,여자친구/NNP,18
2135,건조하/VA,18
2136,보통/NNG,18
2137,박스포장/NNG,18
2138,으러/EC,18
2139,비/VV,18
2140,늦어지/VV,18
2141,상담하/VV,18
2142,역력/NNG,18
2143,평/NNB,18
2144,사양/NNG,18
2145,또/NNG,18
2146,아무리/MAG,18
2147,멀쩡하/VA,18
2148,다소/MAG,18
2149,이/IC,18
2150,서로/MAG,18
2151,물에/NNG,18
2152,운전하/VV,18
2153,애매하/VA,18
2154,가라앉/VV,18
2155,산물/NNG,18
2156,넣어먹/VV,18
2157,출근전/NNG,18
2158,으려면/EC,18
2159,한꺼번에/MAG,18
2160,추후/NNG,18
2161,젊/VA,18
2162,뻔하/VA,18
2163,려다가/EC,18
2164,찢/VV,18
2165,특성/NNG,18
2166,한국/NNP,18
2167,리/VV,18
2168,읽/VV,18
2169,패킹/NNG,18
2170,김/NNB,18
2171,분도/NNG,18
2172,네/IC,18
2173,블루베리/NNG,18
2174,는다는/ETM,18
2175,파손되/VV,18
2176,피드백/NNG,18
2177,여유분/NNG,18
2178,적합하/VA,18
2179,상사/NNG,18
2180,그림/NNG,18
2181,캡슐/NNG,17
2182,밥/NNG,17
2183,기휴대/NNG,17
2184,불면증/NNG,17
2185,점성/NNG,17
2186,냐/EF,17
2187,참/NNG,17
2188,잖아요/EF,17
2189,봄/NNG,17
2190,낮/VA,17
2191,옹/NNB,17
2192,두루두루/MAG,17
2193,변경하/VV,17
2194,목아/NNG,17
2195,완/NNG,17
2196,변경/NNG,17
2197,으니깐/EC,17
2198,음/NNG,17
2199,디저트/NNG,17
2200,옛날/NNG,17
2201,어찌나/MAG,17
2202,구매각/NNG,17
2203,아니/IC,17
2204,권하/VV,17
2205,허니바이허니/NNG,17
2206,남/NNG,17
2207,치/NNB,17
2208,자극/NNG,17
2209,따지/VV,17
2210,자주/NNG,17
2211,도전하/VV,17
2212,찝찝하/VA,17
2213,너무너무너무/NNG,17
2214,놔두/VV,17
2215,쫀쫀하/VA,17
2216,두세/MMN,17
2217,래/NNG,17
2218,텁텁하/VA,17
2219,막상/MAG,17
2220,묻히/VV,17
2221,이/EC,17
2222,뺏/VV,17
2223,심지어/MAG,17
2224,얼/VV,17
2225,회/NNG,17
2226,름/NNG,17
2227,개운하/VA,17
2228,어제/NNG,17
2229,음주/NNG,17
2230,전달/NNG,17
2231,쓱/MAG,17
2232,나/NNG,17
2233,자신/NNG,17
2234,같/NNG,17
2235,발견/NNG,17
2236,제작하/VV,17
2237,전반/NNG,17
2238,상세/XR,17
2239,죄송하/VA,17
2240,지게/NNG,17
2241,첨가하/VV,17
2242,고려하/VV,17
2243,온라인/NNG,17
2244,인분/NNG,17
2245,모임/NNG,17
2246,더라도/EC,17
2247,화/XSN,17
2248,단독/NNG,17
2249,성의/NNG,17
2250,불구하/VV,17
2251,시안/NNG,17
2252,체크하/VV,17
2253,카페/NNG,17
2254,복주머니/NNG,17
2255,점도/NNG,16
2256,다른거/NNG,16
2257,숙성/NNG,16
2258,잘안/VV,16
2259,밤꿀맛/NNG,16
2260,만성/NNG,16
2261,바/NNG,16
2262,확정/NNG,16
2263,보약/NNG,16
2264,자전거/NNG,16
2265,치즈/NNG,16
2266,매매일/EC,16
2267,청/NNG,16
2268,재밌/VA,16
2269,단위/NNG,16
2270,특징/NNG,16
2271,끔/NNG,16
2272,뻔/NNB,16
2273,최상/NNG,16
2274,요진하/VA,16
2275,밤맛/NNG,16
2276,방울/NNG,16
2277,일일이/MAG,16
2278,멈추/VV,16
2279,라고하/VV,16
2280,단지/MAG,16
2281,아이스크림/NNG,16
2282,컵/NNG,16
2283,달달구리/NNG,16
2284,려다/EC,16
2285,종이컵/NNG,16
2286,감탄하/VV,16
2287,요양/NNG,16
2288,더/NNG,16
2289,ㄹ루/JKB,16
2290,데/NNG,16
2291,제발/MAG,16
2292,똑/MAG,16
2293,모/NNG,16
2294,이곳저곳/NNG,16
2295,완충제/NNG,16
2296,사용기양/NNG,16
2297,아여/NNG,16
2298,마니파/VV,16
2299,화요일/NNG,16
2300,ㅗ/NNG,16
2301,살게/NNG,16
2302,가요/NNG,16
2303,최/XPN,16
2304,일품/NNG,16
2305,서/NNG,16
2306,욥/NNP,16
2307,망가지/VV,16
2308,떄/NNG,16
2309,쎄/VA,16
2310,기뻐하/VV,16
2311,총/MMA,16
2312,머리/NNG,16
2313,담날/NNG,16
2314,갑/NNG,16
2315,안성맞춤/NNG,16
2316,은거/NNG,16
2317,마무리/NNG,16
2318,향도/NNG,16
2319,서/VV,16
2320,한포/NNG,16
2321,환상/NNG,16
2322,행사하/VV,16
2323,건/NNB,16
2324,뜨겁/VA,16
2325,나른하/VA,16
2326,질질/MAG,16
2327,난감하/VA,16
2328,손글씨/NNG,16
2329,패/NNG,16
2330,키/VV,16
2331,아마/MAG,16
2332,뾱뾱이/NNG,16
2333,얼음/NNG,16
2334,손잡이/NNG,16
2335,곰돌이/NNG,16
2336,충전하/VV,15
2337,찾아오/VV,15
2338,ㅛ/NNG,15
2339,계속/NNG,15
2340,려면/EC,15
2341,비상/NNG,15
2342,재재/NNG,15
2343,경험하/VV,15
2344,쥬스/NNG,15
2345,항산화/NNG,15
2346,씨/NNB,15
2347,문/NNG,15
2348,표현하/VV,15
2349,사/NR,15
2350,셋트/NNG,15
2351,앞두/VV,15
2352,고생/NNG,15
2353,대/VV,15
2354,팍팍/MAG,15
2355,계절/NNG,15
2356,꿀한/NNG,15
2357,라떼/NNG,15
2358,올겨울/NNG,15
2359,치고/JX,15
