,Unnamed: 0,제품명,가격,평균평점,아이디,평점,날짜,종류,요약,리뷰
391,71,허니스틱 15포 / 20포 지통 선물세트 결혼 돌 승진 [원산지:국산(경기도 안산시)],"21,000",4.8,so****,5,21.09.25.,"상품구성선택: 천연꿀 허니스틱15포
",유통기한꽤 남았어요포장꼼꼼해요편리편리해요,선물용으로 고급지고 예쁘네요
392,72,허니스틱 15포 / 20포 지통 선물세트 결혼 돌 승진 [원산지:국산(경기도 안산시)],"21,000",4.8,wkad******,5,21.09.14.,"상품구성선택: 블렌딩 허니스틱15포
",유통기한꽤 남았어요포장꼼꼼해요편리편리해요,잘 받았습니다 좋아하실 것 같아요~~ 패키지가 넘 예쁩니다
393,73,허니스틱 15포 / 20포 지통 선물세트 결혼 돌 승진 [원산지:국산(경기도 안산시)],"21,000",4.8,kja1*****,4,21.09.18.,"상품구성선택: 블렌딩 허니스틱15포
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,선물용으로 넘 좋으네요.
394,74,허니스틱 15포 / 20포 지통 선물세트 결혼 돌 승진 [원산지:국산(경기도 안산시)],"21,000",4.8,chan******,5,21.09.02.,"상품구성선택: 천연꿀 허니스틱15포
",유통기한꽤 남았어요포장적당해요편리그냥그래요,먹기 편하고 좋아요
395,75,허니스틱 15포 / 20포 지통 선물세트 결혼 돌 승진 [원산지:국산(경기도 안산시)],"21,000",4.8,minh******,5,21.07.07.,"종류: 올인원 선물세트
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,재구매선물하고 재구매입니다^^ 먹기 간편하고 포장도 고급져서 선물하기에도 딱이에요 강추!!
396,76,허니스틱 15포 / 20포 지통 선물세트 결혼 돌 승진 [원산지:국산(경기도 안산시)],"21,000",4.8,minh******,5,21.07.02.,"종류: 올인원 선물세트
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,일단 포장이 고급스러워서 선물하기 너무 좋고 하나씩 소량 담겨있어 먹기도 편합니다. 감사합니다~~~^^
397,77,허니스틱 15포 / 20포 지통 선물세트 결혼 돌 승진 [원산지:국산(경기도 안산시)],"21,000",4.8,tkfk********,5,21.06.15.,"종류: 올인원 선물세트
",유통기한꽤 남았어요포장꼼꼼해요편리편리해요,"직장분들 결혼답례품으로 준비했는데
아직 드리기 전이지만 패키징이 예쁘고 고급스러워요.
꿀도 서비스주신것 먹어봤는데 포장도 편하고 맛있어요ㅎㅎ30개이상 주문하니 스티커도 만들어주셨는데 
붙여서 쇼핑백에 드림 받는분들도 좋아하실거같아요:)"
398,78,허니스틱 15포 / 20포 지통 선물세트 결혼 돌 승진 [원산지:국산(경기도 안산시)],"21,000",4.8,ar****,5,21.07.03.,"종류: 올인원 선물세트
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,"결혼 답례품으로 전달했어요
포장 깔끔하고 쉽게 먹을수 있어 좋은거 같아요~"
399,79,허니스틱 15포 / 20포 지통 선물세트 결혼 돌 승진 [원산지:국산(경기도 안산시)],"21,000",4.8,kay0***,5,21.06.10.,"종류: 올인원 선물세트
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,"돌잔치 때문에 예약발송 부탁드렸는데 날짜 맞춰 잘 보내주셨고 구겨진 부분도 없었어요
먹어보니 꿀도 맛있네요! 만족해요! 감사합니다:)"
400,80,허니스틱 15포 / 20포 지통 선물세트 결혼 돌 승진 [원산지:국산(경기도 안산시)],"21,000",4.8,supe********,5,21.06.02.,"종류: 올인원 선물세트
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,답례품으로 구매 했는데 포장도 고급스럽고 부담없어서 좋아요. 친절하게 상담도 해주시고 감사합니다
401,81,허니스틱 15포 / 20포 지통 선물세트 결혼 돌 승진 [원산지:국산(경기도 안산시)],"21,000",4.8,jshi****,5,21.06.22.,"종류: 올인원 선물세트
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,패키지가 너무 고급스러워요ㅎㅎㅎ 맛은 말이 필요없지요 간편하고 좋습니다
402,82,허니스틱 15포 / 20포 지통 선물세트 결혼 돌 승진 [원산지:국산(경기도 안산시)],"21,000",4.8,clic******,5,21.05.13.,"종류: 올인원 선물세트
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,스승의날 선물 급하게 준비했는데 하루만에 배송와서 감동입니다. 제품도 너무 좋고 다음에 선물하거나 애기 돌잔치 답례품으로 또 이용할게요. 감사합니다^^
403,83,허니스틱 15포 / 20포 지통 선물세트 결혼 돌 승진 [원산지:국산(경기도 안산시)],"21,000",4.8,gdt3***,5,21.04.26.,"종류: 올인원 선물세트
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,"답례품으로 제격이예요, 케이스랑 봉투도 예쁘니까 신경 많이 썼다고 인사해주시더라구요. 코로나때문에 감기약도 못먹는데 꿀차 타 드시라고 인사하면서 드렸더니 센스있다고 칭찬도 받았네요. 포장도 신경써서 꼼꼼히 보내주셨어요. 일정 맞춰서 빠른 배송해주신것도, 늦은밤에 문의 남겼는데 답변도 빠르게 주시고. 상품 뿐만 아니라 전반적인 모든 서비스가 만족스러웠습니다^^"
404,84,허니스틱 15포 / 20포 지통 선물세트 결혼 돌 승진 [원산지:국산(경기도 안산시)],"21,000",4.8,toyo***,5,21.06.18.,"종류: 올인원 선물세트
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,선물하기 너무 좋고 샘플 먹어봤는데 달달하니 맛있네여
405,85,허니스틱 15포 / 20포 지통 선물세트 결혼 돌 승진 [원산지:국산(경기도 안산시)],"21,000",4.8,jj****,4,21.05.31.,"종류: 올인원 선물세트
",유통기한꽤 남았어요포장적당해요편리편리해요,"답례품으로많이구입했습니다
생각보다 별루였습니다~ 
크기도작았고 과대포장이심한듯합니다.
다 포장값인듯하네요.....
먹기는편리하고 
선물로받았을때 정성이다 싶을듯 하나
내용물을보면 이게뭔가싶을듯하네요.... 
그래도기분좋게선물하렵니다."
406,86,허니스틱 15포 / 20포 지통 선물세트 결혼 돌 승진 [원산지:국산(경기도 안산시)],"21,000",4.8,o9****,5,21.05.28.,"종류: 올인원 선물세트
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,"포장예쁘고좋아요
배송도빠르고
예쁘다고칭찬많이받았어요!!"
407,87,허니스틱 15포 / 20포 지통 선물세트 결혼 돌 승진 [원산지:국산(경기도 안산시)],"21,000",4.8,cher******,5,21.05.11.,"종류: 올인원 선물세트
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,"좋은 제품이에요.
지인한테 가볍게 선물할 일이 있어 주문했는데, 너무 괜찮은 제품인 듯 해요^^
패키지도 예쁘고, 건강을 위한 제품이라 더 마음에 들어요~~♡"
408,88,허니스틱 15포 / 20포 지통 선물세트 결혼 돌 승진 [원산지:국산(경기도 안산시)],"21,000",4.8,hama****,5,21.05.06.,"종류: 올인원 선물세트
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,포장도 깔끔 하고 가격도 좋고 선물로 좋은것 같아요.서비스로 주신 꿀 잘먹겠습니다. 꾸벅
409,89,허니스틱 15포 / 20포 지통 선물세트 결혼 돌 승진 [원산지:국산(경기도 안산시)],"21,000",4.8,rlaw****,5,21.05.15.,"종류: 올인원 선물세트
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,가격대비  만족도  최고입니다!! 많이파세요^^
410,90,허니스틱 15포 / 20포 지통 선물세트 결혼 돌 승진 [원산지:국산(경기도 안산시)],"21,000",4.8,rlaw****,5,21.05.25.,"종류: 올인원 선물세트
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,재구매스승의날 주문을 부족하게 해서 더 주문했어요.이번에도 역시나 꼼꼼하게 보내주셨어요.서비스 스틱..도 감사합니다~
411,91,허니스틱 15포 / 20포 지통 선물세트 결혼 돌 승진 [원산지:국산(경기도 안산시)],"21,000",4.8,fres*******,5,21.05.13.,"종류: 올인원 선물세트
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,유통기한 넉넉하고 사이즈도 적당하고 좋아요ㅎ
412,92,허니스틱 15포 / 20포 지통 선물세트 결혼 돌 승진 [원산지:국산(경기도 안산시)],"21,000",4.8,zldz*******,5,21.05.24.,"종류: 올인원 선물세트
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,"택배마감하셧는데도 부탁드렷더니 바로보내주셧어요 ㅎㅎ
두번째구매입니다 ㅎㅎㅎ 답례잘햇다고 칭찬받앗어요"
413,93,허니스틱 15포 / 20포 지통 선물세트 결혼 돌 승진 [원산지:국산(경기도 안산시)],"21,000",4.8,aldo****,5,21.05.02.,"종류: 올인원 선물세트
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,"선물할거라 스티커붙어있어서 속은 못열어봤어요
주신샘플 맛봤는데 꿀이 이렇게 맛있었나 할만큼 덜달고 부드럽고 한번 딱 짜먹기 너무좋은 양이였어요~~그냥먹어도맛있고 빵에 짜먹어도맛있고 저희집 반려견도 강아지가꿀이 면역에좋다길래 조금짜서 먹였는데 가짜꿀이 아니여서 더 안심되게 먹일수있어서 좋으네요~~👍"
414,94,허니스틱 15포 / 20포 지통 선물세트 결혼 돌 승진 [원산지:국산(경기도 안산시)],"21,000",4.8,high*****,5,21.06.04.,"종류: 올인원 선물세트
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,개별 포장되어 있어 매일 한개씩 먹기가 너무 편해요
415,95,허니스틱 15포 / 20포 지통 선물세트 결혼 돌 승진 [원산지:국산(경기도 안산시)],"21,000",4.8,eh****,5,21.04.21.,"종류: 올인원 선물세트
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,패키지가 예쁘네요~ 사이즈도 딱 한손에 들어와서 딱 좋은거같아요~ (그런데 설명서 하나가 안왔네요ㅠ)
416,96,허니스틱 15포 / 20포 지통 선물세트 결혼 돌 승진 [원산지:국산(경기도 안산시)],"21,000",4.8,saer*****,4,21.05.17.,"종류: 올인원 선물세트
",유통기한꽤 남았어요포장적당해요편리편리해요,"남편 회사분들 답례품으로 준비했는데, 센스있는 답례품이 된것 같아서 넘 좋아요 :) 패키지디자인이 너무 고급스러워서 더 좋습니다!!~"
417,97,허니스틱 15포 / 20포 지통 선물세트 결혼 돌 승진 [원산지:국산(경기도 안산시)],"21,000",4.8,heys*****,5,21.04.13.,"종류: 올인원 선물세트
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,"일정에 맞춰서 잘 보내 주셨어요
지통은 생각보다 작아요. 쇼핑백 다시 작업해야하고
박스가 더 편리하겠어요"
418,98,허니스틱 15포 / 20포 지통 선물세트 결혼 돌 승진 [원산지:국산(경기도 안산시)],"21,000",4.8,sm****,5,21.05.11.,"종류: 올인원 선물세트
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,포장상태  최상이에요  어린이집선물로 완전강추요
419,99,허니스틱 15포 / 20포 지통 선물세트 결혼 돌 승진 [원산지:국산(경기도 안산시)],"21,000",4.8,mimi******,3,21.05.14.,"종류: 올인원 선물세트
",유통기한꽤 남았어요포장꼼꼼해요편리편리해요,소분포장이여서 휴대와 먹기가 편해요.
420,100,허니스틱 15포 / 20포 지통 선물세트 결혼 돌 승진 [원산지:국산(경기도 안산시)],"21,000",4.8,isla********,5,21.04.05.,"종류: 올인원 선물세트
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,꼼꼼하게 포장해주시고 빠른 배송 좋았습니다.
421,101,허니스틱 15포 / 20포 지통 선물세트 결혼 돌 승진 [원산지:국산(경기도 안산시)],"21,000",4.8,s100****,5,21.02.25.,"종류: 올인원 선물세트
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,"배송도 빠르고 포장도 꼼꼼!!🙂
두개 구매했는데 하나는 스틱하나가 새서 끈적였어요😭 그래도 맛있어서 만점입니다👍🏻"
422,102,허니스틱 15포 / 20포 지통 선물세트 결혼 돌 승진 [원산지:국산(경기도 안산시)],"21,000",4.8,yumh******,4,21.03.14.,"종류: 올인원 선물세트
",유통기한꽤 남았어요포장적당해요편리그냥그래요,좋아요 선물용으로 구매함요
423,103,허니스틱 15포 / 20포 지통 선물세트 결혼 돌 승진 [원산지:국산(경기도 안산시)],"21,000",4.8,ghtn******,5,21.02.05.,"종류: 올인원 선물세트
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,한포한포씩 먹기좋아요 차로마시는거좋아해서 물에탓는데 좀맛이 약하긴하네요 그냥 먹을땐 마니 달진않고 좋아요~ 선물했는데 좋아하셨음 좋겠네요~
424,104,허니스틱 15포 / 20포 지통 선물세트 결혼 돌 승진 [원산지:국산(경기도 안산시)],"21,000",4.8,jest******,4,21.02.05.,"종류: 올인원 선물세트
",유통기한꽤 남았어요포장꼼꼼해요편리편리해요,"리뷰를 안쓸수가 없는 판매자님의 센스에 감동입니다~
딱 손에 잡히는 원통 사이즈로 좀 작은감이 있는 귀여움입니다~"
425,105,허니스틱 15포 / 20포 지통 선물세트 결혼 돌 승진 [원산지:국산(경기도 안산시)],"21,000",4.8,lje2***,4,21.02.08.,"종류: 올인원 선물세트
",유통기한꽤 남았어요포장적당해요편리그냥그래요,크기가 생각보다 작은게 조금 오잉? 했어요!! 제 갠적인 소견으로는 스틱이 훨씬 맛나요!! 캡슐은 스틱보다 양이 많아서 남아요 ㅠㅠ 그래서 스틱 강추강추ㅜㅜ
426,106,허니스틱 15포 / 20포 지통 선물세트 결혼 돌 승진 [원산지:국산(경기도 안산시)],"21,000",4.8,park********,5,21.01.19.,"종류: 올인원 선물세트
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,"선물로 드리려고 샀어요~ 패킹이 너무 예쁘고ㅠㅠ 포장도 하나하나 꼼꼼히 온데다 샘플도 보내주셔서 (이미 몇개 먹고난..) 맛도 볼 수 있어서 좋았어요. 가격도 착하게 잘 사서 너무 기쁘네요 ㅠㅠ 통 자체는 손한뼘정도 높이인데 아담해서 선물로 가지고 가기도 편하고, 꿀이 종류별로 들어서 선물용으로 너무 좋은 것 같아요. 감사합니다~! :-)"
427,107,허니스틱 15포 / 20포 지통 선물세트 결혼 돌 승진 [원산지:국산(경기도 안산시)],"21,000",4.8,kuna*******,4,21.02.21.,"종류: 올인원 선물세트
",유통기한꽤 남았어요포장꼼꼼해요편리편리해요,통도 예쁘고 먹기편해서 좋아요 ㅎㅎ 다만 가격이 조금 나가다보니 대량구매시 부담이 있긴하네요
428,108,허니스틱 15포 / 20포 지통 선물세트 결혼 돌 승진 [원산지:국산(경기도 안산시)],"21,000",4.8,hans******,4,21.02.24.,"종류: 올인원 선물세트
",유통기한꽤 남았어요포장적당해요편리그냥그래요,배송이 빨리왔어요!
429,109,허니스틱 15포 / 20포 지통 선물세트 결혼 돌 승진 [원산지:국산(경기도 안산시)],"21,000",4.8,feel******,5,21.02.04.,"종류: 올인원 선물세트
",유통기한아주 넉넉해요포장적당해요편리편리해요,배송도 빠르고 포장도 꼼꼼히 보내주셨어요.만족합니다
430,110,허니스틱 15포 / 20포 지통 선물세트 결혼 돌 승진 [원산지:국산(경기도 안산시)],"21,000",4.8,sung******,5,21.02.10.,"종류: 올인원 선물세트
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,포장 너무예쁘고 맛도 좋아요! 샘플 챙겨주셔서 감사해요:) 선물 받으신분도 좋아하네요 ㅎㅎ
431,111,허니스틱 15포 / 20포 지통 선물세트 결혼 돌 승진 [원산지:국산(경기도 안산시)],"21,000",4.8,flzl****,5,21.02.06.,"종류: 올인원 선물세트
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,설 선물하기 너무 좋아요
432,112,허니스틱 15포 / 20포 지통 선물세트 결혼 돌 승진 [원산지:국산(경기도 안산시)],"21,000",4.8,dkfk****,5,21.01.26.,"종류: 올인원 선물세트
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,빠른배송과 포장 감동입니다. 선물 받는 느낌이었어요.
433,113,허니스틱 15포 / 20포 지통 선물세트 결혼 돌 승진 [원산지:국산(경기도 안산시)],"21,000",4.8,ksyd******,5,21.02.05.,"종류: 올인원 선물세트
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,포장도 예쁘고 특별한 답례품 선물이 되었어요. 받으시는 분들도 좋아하셨답니다. 행사있을때 또 구입할거에요. ^^
434,114,허니스틱 15포 / 20포 지통 선물세트 결혼 돌 승진 [원산지:국산(경기도 안산시)],"21,000",4.8,bari******,5,21.01.05.,"종류: 올인원 선물세트
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,빠른 배송에 감사드려요 포장듀 완벽해요
435,115,허니스틱 15포 / 20포 지통 선물세트 결혼 돌 승진 [원산지:국산(경기도 안산시)],"21,000",4.8,agrr****,5,21.01.18.,"종류: 올인원 선물세트
",유통기한꽤 남았어요포장적당해요편리편리해요,한달사용기선물하기 좋네요~~~
436,116,허니스틱 15포 / 20포 지통 선물세트 결혼 돌 승진 [원산지:국산(경기도 안산시)],"21,000",4.8,mani***,5,21.01.31.,"종류: 올인원 선물세트
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,고급집니다 만족해요
437,117,허니스틱 15포 / 20포 지통 선물세트 결혼 돌 승진 [원산지:국산(경기도 안산시)],"21,000",4.8,zmsc******,5,21.01.07.,"종류: 올인원 선물세트
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,"선물용으로 구매했는데 작고 아담해서 주는사람 받는사람 서로 부담없어좋아요.
케이스도 깔끔하구요!"
438,118,허니스틱 15포 / 20포 지통 선물세트 결혼 돌 승진 [원산지:국산(경기도 안산시)],"21,000",4.8,chap****,5,20.12.23.,"종류: 아카시아 선물세트
",유통기한아주 넉넉해요포장꼼꼼해요편리편리해요,꿀을 이렇게 편리하게 먹을수도 있네요
